	B cell	CD14+ monocyte	CD16+ monocyte	CD4+ T cell	Cytotoxic T cell	Megakaryocyte	Natural killer cell
oxa1l	-41.68052701998486	28.570184993102632	-12.895810426561106	98.21409107477167	-25.369384365795447	-0.135462878230724	-0.5200356916461573
ikzf3	46.94933511052086	-16.374543707454016	-6.209911220849447	74.93429351204132	9.29710085449807	0.800976545696269	-13.089548350405257
zc3hav1	-101.59672416904539	-45.39260782125641	36.386744717001946	326.11278309082513	89.9460312329955	-0.9037341636859842	-51.01924393536728
celf2	32.46466184409343	-228.82089989340074	60.947762326356646	83.69040835873463	33.62043501249088	0.33948609064116	14.78453914082807
arhgap25	152.63577238949898	-12.791510337362318	-3.1450039902982354	-42.34627601313591	-61.64009414515284	-0.022958391104655584	10.797825212888375
srsf6	113.29219572806663	-59.36593827411477	3.0893506009678964	7.689425045883252	-55.197996088690495	-2.0378429846377246	8.720466346784345
selplg	-11.295381103614147	-40.379666472184226	31.50267049163986	75.05075692241695	-38.97760944540938	0.13013994373086543	-0.471768582575686
atp6ap2	-18.836060611828966	-54.719179864189314	19.779737336750912	0.567538126185819	27.53095220320191	-0.21024574487381187	27.846239247452676
csde1	89.15268392874638	18.244186279205866	48.24896412302058	-48.4855368689546	-68.4085885023758	-0.270365424651617	-40.8137345124198
lck	-38.22023119293047	-12.251399476847602	-4.8549208677758315	249.35577288929227	216.58436357880788	-0.1371189060011744	200.4434061045682
ldhb	-146.66049811692125	-7.955175182755146	-7.404251378004572	815.9415458959589	125.30536159530041	1.6150500489917	-65.95670616334306
golga4	50.33519226977726	-35.40592420752758	1.5760885155179174	17.601750079641377	69.58684502588432	-0.35074548903997993	-8.857613513153884
jchain	312.0718955699895	-3.1084856112727333	-1.2190286497577703	-2.252985298241275	0.7324184107583852	0.053992912919786896	-0.1447545711320056
stat4	-6.612748668145833	-0.8907834266897243	-1.0294597777326677	90.57911084709269	100.4938037433782	-0.043817148674028535	7.856855747346728
dusp6	-0.5984489826320959	93.01262059531356	94.65376732191291	-5.715218074239741	-3.513935385551693	-0.20253155332609263	-5.292237414325691
bank1	1428.4767185349	-11.28754871412654	-1.4603192026639977	-9.72320922615545	-1.3366524195553677	-0.07274595801956682	-2.615984094437967
tgoln2	26.86816006699516	62.363411513290814	2.18133751184231	-66.82102383019289	-81.14585367214976	0.5919483815789527	-3.8473279712432653
arhgap30	44.32542473493224	-122.52011674768393	2.16063530309919	107.08227909887741	-53.41275208627588	-0.7907434597010223	100.80309577865856
cd79b	1070.3794207194712	-20.706151927631275	60.79517344700531	-37.461222807703074	-23.134612178419072	-0.09338976202670626	-11.405004220120267
cd9	-5.1134674399193605	-1.0276959737338207	-1.5541321130028318	1.5137167149628479	-0.690763509018294	36.28250502562706	0.7935751846364476
cd22	88.06915995530507	-4.777683455181409	-2.3242797537977262	0.9620366890712593	-0.8371991745627059	0.2222249083944721	0.08005813138868448
cd6	-14.028468081961929	-5.8410146622607995	-2.4195371390692153	187.7949294200588	114.23907307456335	0.0	0.7717659227475053
cd82	209.0869564205655	8.03977937921998	-6.3618789809600615	-13.477926112391945	-26.80422948467482	3.6260054567352684	-0.5896539965448826
cd40	335.35988423656147	-9.616568102822166	-1.7365767302217103	0.04059920130597113	-2.5416702399038584	0.04262299533245073	-1.0215671724777569
cd99l2	4.473777022736574	1.9353541674867483	2.2940597884429894	-5.349482667337045	-3.7743537084233236	0.0038245611553190035	-4.45658226091861
cd40lg	2.13942885119843	-1.841356249356381	-0.3398998257079702	53.151917206764864	2.38445739582621	0.43509702134186345	0.154897413829842
cd79a	1752.6819190493209	-26.624567941714268	2.3153297229169847	-21.431853519332403	-6.412422589036145	-0.03576781749252859	-3.5495511379922946
cd33	-2.2795304015920563	63.61450626624725	2.1265792802274737	0.5714816028968477	-3.5758956809828675	0.30499005840674753	-1.577397154327137
cd5	-5.176462050130082	-0.13261062473680707	-0.7215397673526576	54.5132797008667	-3.2942692797861124	0.010203183962964678	1.1957382130053036
cd69	214.34921837782883	-16.192776662352962	-6.287400963810545	286.7208509524548	-113.89409444224094	-1.07150292651777	23.40455099163265
cd83	170.18773772770464	-12.487517446700231	-12.2668520220254	-5.896041096913333	-0.7034308833259068	-0.01914830894646536	1.747357421215035
cd86	0.11701093960383396	-3.325802067693607	55.603087079005384	-0.4179604446382501	-0.8042978203465672	-0.11310179508548188	-0.17461655095435127
cd58	-2.433765561703561	-6.576451256573262	17.058052330135308	-19.587411232959752	3.841716663351009	0.5150858028647285	-2.237576228791515
cd2	-12.624622338230727	-10.460711754751584	-1.7791691643457637	237.6676723861238	456.187793469512	0.09608422194432423	-48.85203025346104
cd48	50.58562448043318	159.50258281380496	-115.51928038517745	544.3615035707231	156.5478314886347	-1.3820966612184589	-117.00721762793327
cd274	-0.8965203459444068	-0.05343063494367609	-0.02179548721757533	3.19341355876023	3.440043787696542	0.0	-0.41288925859346093
cd80	2.9015169896485835	0.024647344857932223	0.0	0.009145679882912502	0.0	0.0	-0.01654543374390515
cd36	-5.57349498993732	321.5071550803433	-6.066451463886909	-2.5143184227903688	-2.524399830837525	7.307974481337447	-1.8103838425066914
cd27	115.71228939945487	-2.169555877788356	-2.5688002721200256	10.139131239138148	-0.4096846807462446	-0.1956720668491505	0.31823561507811615
cd226	-6.343455538925321	0.11930061668451447	0.22985656720100134	18.424782328115956	-11.436022655366632	21.06698598106544	-31.739012336513703
cd96	-8.019454047435637	-6.690731742120056	-3.2726306930891678	418.40259086975607	245.4777421315249	0.0	-88.23650069800675
cd1d	-3.338997665174796	107.5989317820683	-9.711253235951187	-0.03131740419584544	-0.14033518005706797	0.1534093882158931	-0.4397974290445864
cd200r1	4.363288740313422	-2.8276323650452726	0.24682390632976048	5.92760516072979	-0.271474292660567	0.0	0.0
cd300c	-0.09672337811347688	4.539507251078108	28.164373221239515	-0.2373770633486807	-0.13708407987385424	0.0	-0.8382612554156137
cd300a	-8.612665223766799	-43.092126860591144	9.660123613704318	-17.01799797247658	55.26258656735092	-0.09404658345518926	201.93257564677458
cd19	335.2121867823891	-0.5278842529121748	-1.003466112110444	-3.2305621932170516	0.005395313136136215	0.0	0.15352568751244564
cd163	-0.2952293860530748	124.5090309788059	-1.8558083105569985	-0.3828178032513239	0.4658596171622739	0.1398991221198984	-0.07543511418801754
cd300lf	-0.3531353352465468	45.729855784613136	32.55707987145496	-0.3796759070487462	0.19006525412572817	0.06335486947032179	-0.2963492771225364
cd81-as1	-0.6145790298955665	0.0	0.0	0.9941985020466466	0.0	0.0	0.0
cd24	576.1510273341131	-4.115809379825877	-1.2582478956853353	-1.8554347685158754	-1.6544761350965203	0.0	-0.5940563046517946
